"code","name","type","district","population","cbs_socio_cluster","cbs_periphery_cluster","nurture_decile","total_pupils","pupils_pre_k","pupils_primary","pupils_secondary","pupils_special_ed","special_ed_pct","special_ed_muni_burden_nis","transport_expense_k_nis","transport_deficit_per_pupil_nis","informal_edu_per_pupil_nis","classroom_shortage_units","gafen_basket_per_pupil_nis","non_res_arnona_k_nis","arnona_per_pupil_nis","muni_self_spend_per_pupil_nis","gov_standard_per_pupil_nis","gov_differential_per_pupil_nis","gov_total_per_pupil_nis","parents_co_pay_per_pupil_nis","lost_matching_per_pupil_nis","total_spending_per_pupil_nis","matching_capacity_score","equity_category","equity_category_code","national_avg_diff_pct"
"2062","הר חברון","מועצה אזורית","יהודה ושומרון","12000","6","5","5","2760","497","1214","828","235","8.5","24363","6403","1120","3497","16","2100","30000","10870","10704","13800","4950","18750","3380","144","32834","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","12.3"
"2063","זבולון","מועצה אזורית","חיפה","12000","7","7","4","2760","497","1214","828","226","8.2","26883","5741","880","3916","9","1940","30000","10870","11604","13800","4200","18000","3810","0","33414","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","14.3"
"2064","זכרון יעקב","מועצה מקומית","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2065","זרזיר","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2066","חדרה","עירייה","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2067","חבל אילות","מועצה אזורית","דרום","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2068","חבל יבנה","מועצה אזורית","מרכז","12000","8","8","3","2760","497","1214","828","218","7.9","30256","5410","760","4453","1","1780","38400","13913","13570","13800","3450","17250","4240","0","35060","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","20"
"2069","חבל מודיעין","מועצה אזורית","מרכז","12000","8","8","3","2760","497","1214","828","218","7.9","30256","5410","760","4453","1","1780","38400","13913","13570","13800","3450","17250","4240","0","35060","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","20"
"2070","חוף אשקלון","מועצה אזורית","דרום","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2071","חוף הכרמל","מועצה אזורית","חיפה","12000","7","7","4","2760","497","1214","828","226","8.2","26883","5741","880","3916","9","1940","30000","10870","11604","13800","4200","18000","3810","0","33414","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","14.3"
"2072","חוף השרון","מועצה אזורית","מרכז","12000","8","8","3","2760","497","1214","828","218","7.9","30256","5410","760","4453","1","1780","38400","13913","13570","13800","3450","17250","4240","0","35060","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","20"
"2073","חצור הגלילית","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2074","טבריה","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2075","טובא-זנגריה","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2076","טורעאן","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2077","טייבה","עירייה","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2078","טירה","עירייה","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2079","טירת כרמל","עירייה","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2080","טמרה","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2081","יאנוח-ג'ת","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2082","יבנה","עירייה","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2083","יבנאל","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2084","יהוד-מונוסון","עירייה","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2085","יואב","מועצה אזורית","דרום","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2086","יוקנעם עילית","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2087","ירוחם","מועצה מקומית","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2088","ירכא","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2089","כאבול","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2090","כאוכב אבו אל-היג'א","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2091","כוכב יאיר-צור יגאל","מועצה מקומית","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2092","כסרא-סמיע","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2093","כפר ברא","מועצה מקומית","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2094","כפר ורדים","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2095","כפר יונה","עירייה","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2096","כפר יאסיף","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2097","כפר כמא","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2098","כפר כנא","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2099","כפר מנדא","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2100","כפר קאסם","עירייה","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2101","כפר קרע","עירייה","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2102","כפר שמריהו","מועצה מקומית","תל אביב","35000","8","10","3","8050","1449","3542","2415","636","7.9","30621","13846","520","4503","34","1780","122500","15217","14026","13800","3450","17250","4240","0","35516","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","21.5"
"2103","כפר תבור","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2104","כרמיאל","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2105","לב השרון","מועצה אזורית","מרכז","12000","8","8","3","2760","497","1214","828","218","7.9","30256","5410","760","4453","1","1780","38400","13913","13570","13800","3450","17250","4240","0","35060","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","20"
"2106","להבים","מועצה מקומית","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2107","לקיה","מועצה מקומית","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2108","מבואות החרמון","מועצה אזורית","צפון","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2109","מבשרת ציון","מועצה מקומית","ירושלים","20000","4","7","7","5600","1008","2464","1680","510","9.1","17680","11648","880","2434","75","2420","28000","5000","6850","13800","6450","20250","2520","1422","29620","77","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","1.4"
"2110","מגאר","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2111","מגדו","מועצה אזורית","צפון","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2112","מגדל","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2113","מג'ד אל-כרום","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2114","מג'דל שמס","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2115","מטה אשר","מועצה אזורית","צפון","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2116","מטה בנימין","מועצה אזורית","יהודה ושומרון","12000","6","5","5","2760","497","1214","828","235","8.5","24363","6403","1120","3497","16","2100","30000","10870","10704","13800","4950","18750","3380","144","32834","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","12.3"
"2117","מטה יהודה","מועצה אזורית","ירושלים","12000","5","7","6","3360","605","1478","1008","296","8.8","21300","6989","880","3004","32","2260","30000","8929","9125","13800","5700","19500","2950","731","31575","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","8"
"2118","מטולה","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2119","מיתר","מועצה מקומית","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2120","מסעדה","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2121","מעיליא","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2122","מעלה אדומים","עירייה","יהודה ושומרון","12000","5","5","6","3360","605","1478","1008","296","8.8","20000","7795","1120","2825","34","2260","14400","4286","7500","13800","5700","19500","2950","975","29950","80","מלכודת הביניים (ללא טיפוח וללא ארנונה)","MIDDLE_TRAP","2.5"
"2123","מעלה אפרים","מועצה מקומית","יהודה ושומרון","12000","5","5","6","3360","605","1478","1008","296","8.8","20000","7795","1120","2825","34","2260","14400","4286","7500","13800","5700","19500","2950","975","29950","80","מלכודת הביניים (ללא טיפוח וללא ארנונה)","MIDDLE_TRAP","2.5"
"2124","מעלה יוסף","מועצה אזורית","צפון","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2125","מעלות-תרשיחא","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2126","מנשה","מועצה אזורית","חיפה","12000","7","7","4","2760","497","1214","828","226","8.2","26883","5741","880","3916","9","1940","30000","10870","11604","13800","4200","18000","3810","0","33414","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","14.3"
"2127","מצפה רמון","מועצה מקומית","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2128","משהד","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2129","מרחבים","מועצה אזורית","דרום","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2130","מרום הגליל","מועצה אזורית","צפון","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2131","נהריה","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2132","נווה מדבר","מועצה אזורית","דרום","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2133","נוף הגליל","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2134","נחל שורק","מועצה אזורית","מרכז","12000","8","8","3","2760","497","1214","828","218","7.9","30256","5410","760","4453","1","1780","38400","13913","13570","13800","3450","17250","4240","0","35060","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","20"
"2135","נחף","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2136","נס ציונה","עירייה","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2137","נשר","עירייה","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2138","נתיבות","עירייה","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2139","סאג'ור","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2140","סביון","מועצה מקומית","מרכז","25000","7","8","4","5750","1035","2530","1725","472","8.2","27736","11270","760","4034","33","1940","80000","13913","12670","13800","4200","18000","3810","0","34480","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","18"
"2141","סח'נין","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2142","עומר","מועצה מקומית","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2143","עיילבון","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2144","עילוט","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2145","עין מאהל","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2146","עין קנייא","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2147","עכו","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2148","עמנואל","מועצה מקומית","יהודה ושומרון","12000","5","5","6","3360","605","1478","1008","296","8.8","20000","7795","1120","2825","34","2260","14400","4286","7500","13800","5700","19500","2950","975","29950","80","מלכודת הביניים (ללא טיפוח וללא ארנונה)","MIDDLE_TRAP","2.5"
"2149","עמק הירדן","מועצה אזורית","צפון","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2150","עמק חפר","מועצה אזורית","מרכז","12000","8","8","3","2760","497","1214","828","218","7.9","30256","5410","760","4453","1","1780","38400","13913","13570","13800","3450","17250","4240","0","35060","100","רשויות איתנות באשכול גבוה","AFFLUENT_HIGH","20"
"2151","עמק יזרעאל","מועצה אזורית","צפון","12000","4","3","7","3360","605","1478","1008","306","9.1","18780","14085","2992","2585","40","2420","30000","8929","8225","13800","6450","20250","2520","1216","30995","100","רשויות פרדוקסליות (סוציו נמוך + ארנונה עסקית)","PARADOX_LOW_SOCIO_HIGH_ARNONA","6.1"
"2152","עספיא","מועצה מקומית","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2153","עפולה","עירייה","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2154","ערד","עירייה","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2155","ערערה","מועצה מקומית","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2156","ערערה בנגב","מועצה מקומית","דרום","16000","3","3","8","5760","1037","2534","1728","541","9.4","14615","24146","2992","1940","92","2580","17600","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
"2157","פוריידיס","מועצה מקומית","חיפה","22000","6","7","5","5060","911","2226","1518","430","8.5","23998","10525","880","3447","41","2100","48400","9565","10248","13800","4950","18750","3380","213","32378","100","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","10.8"
"2158","פסוטה","מועצה מקומית","צפון","14000","3","3","8","5040","907","2218","1512","474","9.4","14615","21128","2992","1940","80","2580","15400","3056","5269","13800","7200","21000","2090","2010","28359","56","רשויות מוחלשות כלואות (פגיעה כפולה)","VULNERABLE_LOCKED","-3"
